OGLE-LMC-CEP-0200,F1,51:31.3,-67:48:45.0,16.054,1.8961219,0.0000134,LMC532.22.28647,
OGLE-LMC-CEP-0201,F,51:31.8,-68:13:32.9,15.689,2.5705997,0.0000039,LMC532.13.22187,
OGLE-LMC-CEP-0202,1,51:37.5,-68:18:02.9,15.959,1.490683,0.0000041,LMC532.13.22191,
OGLE-LMC-CEP-0203,1,51:38.0,-68:27:21.2,15.971,1.5046741,0.0000037,LMC532.05.35343,
OGLE-LMC-CEP-0204,1,51:38.2,-69:33:11.2,15.991,1.3528877,0.0000021,LMC531.12.24856,
OGLE-LMC-CEP-0205,F,51:42.6,-69:36:30.6,15.88,2.6424119,0.0000218,LMC531.12.325D,
OGLE-LMC-CEP-0206,F,51:45.3,-66:47:29.5,15.303,3.2728111,0.0000071,LMC533.23.9262,
OGLE-LMC-CEP-0207,12,51:47.7,-67:55:56.2,16.374,0.9987944,0.0000038,LMC532.22.20645,
OGLE-LMC-CEP-0208,1,51:47.9,-69:29:25.3,15.412,2.0359201,0.0000046,LMC531.12.30164,
OGLE-LMC-CEP-0209,F,51:52.7,-69:05:48.9,15.451,3.1227846,0.0000059,LMC531.21.33480,
OGLE-LMC-CEP-0210,F,51:55.4,-68:40:13.7,14.898,4.7872336,0.000022,LMC532.05.19651,
OGLE-LMC-CEP-0211,F,51:56.1,-69:20:36.8,15.792,2.0977485,0.0000017,LMC531.12.43242,
OGLE-LMC-CEP-0212,F,51:59.9,-68:53:27.0,13.914,12.326506,0.0000805,LMC531.29.29724,
OGLE-LMC-CEP-0213,F,52:00.8,-67:39:49.0,16.297,1.6504667,0.0000007,LMC532.30.17658,
OGLE-LMC-CEP-0214,F,52:04.0,-68:25:18.3,15.85,2.4240208,0.0000079,LMC532.05.35360,
OGLE-LMC-CEP-0215,F,52:05.6,-69:15:20.1,15.987,2.5452257,0.000006,LMC531.21.23424,
OGLE-LMC-CEP-0216,F,52:05.6,-69:23:26.9,15.351,3.3986626,0.0000036,LMC531.12.36486,
OGLE-LMC-CEP-0217,F,52:06.2,-69:46:09.2,15.708,3.0408565,0.0000034,LMC531.04.31780,
OGLE-LMC-CEP-0218,F,52:07.7,-69:36:50.9,14.366,8.6221264,0.0006334,LMC531.12.301D,
OGLE-LMC-CEP-0219,12,52:09.5,-69:04:34.1,16.672,0.9431479,0.0000017,LMC531.21.33542,
OGLE-LMC-CEP-0220,1,52:12.0,-68:43:41.8,15.505,1.8775537,0.0000076,LMC531.29.42394,
OGLE-LMC-CEP-0221,1,52:12.5,-69:25:27.8,15.496,2.2164582,0.0000074,LMC531.12.36471,
OGLE-LMC-CEP-0222,F,52:13.3,-68:51:23.7,15.623,2.6968757,0.0000028,LMC531.29.29751,
OGLE-LMC-CEP-0223,F,52:13.3,-69:52:02.0,14.292,8.2392025,0.000036,LMC531.04.22156,
OGLE-LMC-CEP-0224,F,52:13.9,-69:00:42.2,14.455,3.7796319,0.0000129,LMC531.21.39164,
OGLE-LMC-CEP-0225,F,52:14.6,-66:35:32.3,14.844,4.4325622,0.0000061,LMC533.23.7305,
OGLE-LMC-CEP-0226,F,52:15.3,-68:49:44.9,15.597,2.6092305,0.0000035,LMC531.29.36039,
OGLE-LMC-CEP-0227,F,52:15.7,-70:14:31.3,14.408,3.7970782,0.0000114,LMC530.20.22842,Cepheid in an eclipsing binary system (P_ecl = 309.67 d)
OGLE-LMC-CEP-0228,12,52:18.2,-68:18:46.2,17.85,0.3656841,0.0000006,LMC532.13.416,
OGLE-LMC-CEP-0229,F,52:19.4,-69:23:01.4,15.201,4.5634595,0.0000117,LMC531.12.36490,
OGLE-LMC-CEP-0230,F,52:19.9,-69:05:29.1,15.184,3.6908117,0.0000044,LMC531.21.33481,
OGLE-LMC-CEP-0231,1,52:24.0,-69:21:20.4,14.584,1.8994168,0.000011,LMC531.12.43178,
OGLE-LMC-CEP-0232,1,52:24.6,-69:20:52.8,18.159,0.3012301,0.0000017,LMC531.12.19200,
OGLE-LMC-CEP-0233,1,52:24.8,-70:37:33.1,15.653,2.0848261,0.0000093,LMC530.11.14167,
OGLE-LMC-CEP-0234,12,52:26.4,-68:21:42.5,16.35,1.1327488,0.0000043,LMC532.13.33,
